DATE,HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP #2 [W/m^2],Avg Diffuse PSP (sband corr) [W/m^2],Avg Total Cloud Cover [%],Avg Opaque Cloud Cover [%]
8/30/2004,19,10.5511,-1.0780,11.2303,11.5833,5.7500
8/30/2004,20,-4.1868,0.2882,-2.7434,-1.0000,-1.0000
8/30/2004,21,-2.9955,0.9515,-2.0223,-1.0000,-1.0000
8/30/2004,22,-2.5677,0.8901,-1.5668,-1.0000,-1.0000
8/30/2004,23,-3.5759,-0.1431,-2.2724,-1.0000,-1.0000
8/31/2004,0,-6.0652,-0.1458,-4.2758,-1.0000,-1.0000
8/31/2004,1,-3.6102,0.6367,-2.3396,-1.0000,-1.0000
8/31/2004,2,-4.0732,-0.1252,-2.6155,-1.0000,-1.0000
8/31/2004,3,-3.7171,0.2087,-2.3931,-1.0000,-1.0000
8/31/2004,4,-3.6965,0.1580,-2.4145,-1.0000,-1.0000
8/31/2004,5,-3.9867,-0.0049,-2.5715,-1.0000,-1.0000
8/31/2004,6,8.1870,96.8360,8.4613,-0.2667,-0.2667
8/31/2004,7,131.1643,454.0506,51.3990,4.3333,3.3167
8/31/2004,8,353.4757,750.2385,80.5308,5.2333,4.2333
8/31/2004,9,544.3943,873.5180,75.5285,1.8167,1.2167
8/31/2004,10,731.4093,924.9175,89.4949,2.2500,1.2833
8/31/2004,11,850.5907,952.3700,88.1317,1.6333,0.8500
8/31/2004,12,954.1033,970.7243,127.8484,8.6333,4.4500
8/31/2004,13,891.2445,827.1106,177.6982,15.6167,10.1000
8/31/2004,14,850.7710,943.4777,100.5911,4.2143,2.2143
8/31/2004,15,727.4673,920.0073,99.0168,5.6111,3.4444
8/31/2004,16,443.0797,676.8695,90.0828,9.6167,6.4167
8/31/2004,17,177.0836,197.5234,95.0921,36.6833,26.5833
8/31/2004,18,36.1131,36.5774,33.7060,34.8667,25.4667
8/31/2004,19,6.1748,59.1822,6.3739,2.6167,2.0333
8/31/2004,20,-5.6857,-0.9079,-3.9491,-1.0000,-1.0000
8/31/2004,21,-5.8475,-0.4021,-4.2478,-1.0000,-1.0000
8/31/2004,22,-5.2790,-0.6354,-3.8079,-1.0000,-1.0000
8/31/2004,23,-3.3019,1.0403,-2.1855,-1.0000,-1.0000
